,document,word1,word2,word3,word4,word5,class
466,Epistemological Problems of Perception_1 The Problem of the External World.txt,perceptual-16,appearances-14,perception-12,problem-11,external-10,mind
467,Knowledge by Acquaintance vs  Description_5 Acquaintance and Inferential Knowledge.txt,knowledge-17,one-13,acquaintance-12,probable-12,truth-10,mind
468,Self Knowledge_2 Doubts about the distinctiveness of selfknowledge.txt,one-12,selfknowledge-10,states-9,cold-9,mental-8,mind
469,Consciousness_4 The descriptive question What are the features of consciousness.txt,conscious-37,consciousness-35,experience-31,phenomenal-20,structure-18,mind
470,Willard Van Orman Quine_2 Quines Naturalism and its Implications.txt,science-24,quine-19,knowledge-19,world-15,philosophical-12,mind
471,The Analysis of Knowledge_10 VirtueTheoretic Approaches.txt,knowledge-12,sosa-11,belief-11,shot-7,accuracy-7,mind
472,Gottfried Wilhelm Leibniz_6 Epistemology.txt,leibniz-43,mind-19,knowledge-18,truths-18,perceptions-17,mind
473,Consciousness_1 History of the issue.txt,consciousness-21,century-8,psychology-7,mental-6,nature-5,mind
474,Descartes Epistemology_9 SelfKnowledge.txt,ideas-32,perception-23,descartes-21,judgments-15,awareness-14,mind
475,The Language of Thought Hypothesis_8 Individuation of Mentalese Expressions.txt,mentalese-30,mental-21,types-17,different-15,semantically-15,mind
476,Epistemological Problems of Perception_4 Conclusion.txt,perception-4,epistemological-3,metaphysics-3,certain-3,problems-2,mind
477,Mental Representation in Medieval Philosophy_6 William Ockham and Mental Language.txt,concept-7,mental-6,theory-4,language-3,representation-3,mind
478,The Analysis of Knowledge_1 Knowledge as Justified True Belief.txt,belief-23,justification-22,knowledge-18,true-15,one-11,mind
479,Externalism About Mental Content_5 Externalism and MindBody Theories.txt,state-14,mental-13,states-11,externalism-8,different-7,mind
480,Intentionality_1 Why is intentionality socalled.txt,mental-14,states-14,intentionality-13,word-7,true-7,mind
481,Self Knowledge_3 Accounts of SelfKnowledge.txt,selfknowledge-73,one-59,accounts-57,belief-57,states-50,mind
482,The Language of Thought Hypothesis_2 Scope of LOTH.txt,mental-13,representations-11,perceptual-10,cognitive-7,representational-6,mind
483,Other Minds_3 The Naturalist Turn.txt,others-17,theory-16,mental-11,work-11,see-11,mind
484,Moritz Schlick_5 General Theory of Knowledge.txt,schlick-22,knowledge-17,objects-17,concepts-16,intuitive-15,mind
485,Mental Representation_1 The Representational Theory of Mind.txt,mental-14,states-7,dead-6,processes-5,cognitive-5,mind
486,Connectionism_9 Connectionism and the Elimination of Folk Psychology.txt,folk-14,psychology-14,desires-7,beliefs-6,brain-5,mind
487,Mental Imagery_2 PreScientific Views of Imagery.txt,images-41,ideas-41,mental-26,image-26,imagery-25,mind
488,Mental Representation_6 Content Determination.txt,mental-17,relations-16,content-16,theories-11,representations-8,mind
489,Intentionality_2 Intentional inexistence.txt,intentionality-13,mental-10,two-9,intentional-9,mind-9,mind
490,The Language of Thought Hypothesis_3 Mental Computation.txt,mental-29,semantic-26,properties-21,computational-15,computation-15,mind
491,Consciousness and Intentionality_2 The Interpretation of Intentionality.txt,consciousness-24,conscious-17,sense-16,experience-11,phenomenal-11,mind
492,Moral Psychology  Empirical Approaches_2 Thought Experiments and the Methods of Ethics.txt,thought-21,responses-14,philosophical-13,moral-13,ethical-11,mind
493,The Analysis of Knowledge_11 Knowledge First.txt,knowledge-20,williamson-7,fundamental-4,analysis-4,project-4,mind
494,Externalism About Mental Content_7 Externalism and Mental Causation.txt,causal-12,wide-10,contents-9,mental-7,internal-6,mind
495,Gottfried Wilhelm Leibniz_2 Overview of Leibnizs Philosophy.txt,leibnizs-12,leibniz-10,philosophy-8,writings-5,thought-4,mind
496,Causal Theories of Mental Content_2 Some Historical and Theoretical Context.txt,content-30,causal-20,theories-20,mental-20,theory-18,mind
497,Bertrand Russell_3 Russells Work in Analytic Philosophy.txt,knowledge-27,russell-24,also-12,philosophy-11,logical-9,mind
498,Embodied Cognition_3 What Embodied Cognition Is.txt,body-24,thesis-19,cognition-18,cognitive-15,embodied-10,mind
499,Consciousness_10 Conclusion.txt,consciousness-3,comprehensive-1,understanding-1,likely-1,require-1,mind
500,Consciousness_8 Metaphysical theories of consciousness.txt,physical-29,properties-29,consciousness-20,conscious-19,property-15,mind
501,George Edward Moore_6 Common Sense and Certainty.txt,moore-20,moores-10,knowledge-9,existence-9,truth-7,mind
502,Narrow Mental Content_4 Conceptions of Narrow Content.txt,content-100,narrow-66,broad-43,thought-42,context-31,mind
503,Donald Davidson_2 Action and Mind.txt,events-31,mental-26,action-22,event-22,physical-22,mind
504,Otto Neurath_3 Neuraths place in logical empiricism physicalism antifoundationalism holism naturalism externalism pragmatism.txt,neurath-57,knowledge-42,language-39,scientific-37,statements-37,mind
505,The Computational Theory of Mind_4 Neural networks.txt,neural-58,networks-34,models-32,computation-29,computational-25,mind
506,The Language of Thought Hypothesis_4 Arguments for LOTH.txt,mary-22,john-19,loves-18,mental-16,mechanical-13,mind
507,The Analysis of Knowledge_2 Lightweight Knowledge.txt,sense-6,true-5,whether-5,one-5,know-4,mind
508,The Philosophy of Neuroscience_8 Developments over the Second Decade of the TwentyFirst Century.txt,neuroscience-39,cognitive-24,visual-17,systems-16,model-16,mind
509,Mental Imagery_4 Imagery in Cognitive Science.txt,imagery-204,theory-99,mental-83,kosslyn-71,see-45,mind
510,Intentionality_6 Direct reference.txt,thoughts-14,concrete-11,reference-11,definite-11,proper-10,mind
511,The Analysis of Knowledge_7 Is Knowledge Analyzable.txt,one-11,knowledge-10,belief-9,condition-7,would-7,mind
512,Alfred North Whitehead_5 Philosophy of Education.txt,education-27,whitehead-17,thought-9,stage-9,scientific-9,mind
513,Narrow Mental Content_1 Introduction.txt,content-23,narrow-11,intrinsic-11,properties-9,mental-8,mind
514,Folk Psychology as Mental Simulation_1 The Origins and Varieties of ST.txt,simulation-10,mindreading-7,mental-5,goldman-5,empirical-5,mind
515,Alfred Jules Ayer_3 Perception.txt,objects-12,ayer-11,perceptual-11,perception-10,experience-10,mind
516,Mental Representation_7 Internalism and Externalism.txt,content-19,narrow-10,mental-9,representations-7,mind-6,mind
517,Teleological Theories of Mental Content_1 Broad Aims.txt,content-41,theories-26,representation-23,mental-22,teleological-18,mind
518,Alfred North Whitehead_4 Philosophy of Science.txt,whitehead-35,nature-28,perception-15,sense-14,qualities-14,mind
519,Consciousness and Intentionality_5 Varieties of Intentionalism.txt,intentionality-19,content-19,mind-13,analytic-9,mental-9,mind
520,The Language of Thought Hypothesis_5 The Connectionist Challenge.txt,structure-15,neural-13,classical-13,systematicity-10,constituency-10,mind
521,Epistemology_2 What is Knowledge.txt,know-20,knowing-20,knowledge-17,belief-14,fact-12,mind
522,Mental Representation in Medieval Philosophy_4 Henry of Ghent and John Duns Scotus on Mental Content.txt,mental-8,view-7,distinction-7,representation-4,divine-4,mind
523,Francis Herbert Bradley_6 Metaphysics.txt,reality-25,relations-20,bradley-19,one-19,thought-14,mind
524,Mental Representation_8 The Computational Theory of Mind.txt,mental-23,states-19,cognitive-14,processes-12,representations-10,mind
525,Externalism About Mental Content_8 Externalism and Cognitive Science.txt,content-10,narrow-9,see-8,knowledge-8,contents-7,mind
526,Consciousness_2 Concepts of Consciousness.txt,conscious-49,consciousness-32,one-32,states-28,might-20,mind
527,Bertrand Russell_5 Russells Theory of Neutral Monism.txt,physical-8,mental-7,russell-6,view-5,neutral-4,mind
528,Ernst Cassirer_4 The Philosophy of Symbolic Forms.txt,cassirer-10,world-9,forms-8,symbolic-8,thought-7,mind
529,Eliminative Materialism_3 Arguments For Eliminative Materialism.txt,folk-34,states-28,psychology-26,like-16,cognitive-15,mind
530,The Problem of Perception_4 Conclusion.txt,perception-3,debate-2,philosophy-2,nature-2,ordinary-2,mind
531,Behaviorism_4 Popularity of Behaviorism.txt,behavior-14,see-9,mental-9,behaviorism-8,one-5,mind
532,Knowledge by Acquaintance vs  Description_1 The Distinction.txt,knowledge-59,acquaintance-41,russell-28,truths-21,one-17,mind
533,Consciousness and Intentionality_9 Why It Matters.txt,consciousness-34,intentionality-31,mind-28,one-12,states-11,mind
534,Consciousness and Intentionality_6 How Rich is Consciousness.txt,consciousness-27,one-26,intentionality-26,phenomenal-22,intentionalism-20,mind
535,Externalism About Mental Content_Introduction.txt,mental-16,externalism-12,content-9,states-8,property-6,mind
536,Pseudo Dionysius the Areopagite_5 Afterlife Significance and Influence.txt,dionysius-11,also-5,first-4,great-4,thought-3,mind
537,Descartes Epistemology_3 First Meditation Doubting Arguments.txt,doubt-36,dreaming-25,waking-13,know-13,awake-12,mind
538,Karl Popper_8 Immutable Laws and Contingent Trends.txt,future-18,knowledge-17,social-15,human-13,scientific-11,mind
539,Folk Psychology as Mental Simulation_4 The Role of Mental Simulation in Mindreading.txt,mental-62,simulation-51,mindreading-43,events-26,gordon-23,mind
540,The Analysis of Knowledge_13 Contextualism.txt,contextualism-10,different-6,context-6,one-5,knowledge-5,mind
541,The Analysis of Knowledge_5 Modal Conditions.txt,knowledge-31,safety-24,condition-23,sensitivity-21,would-14,mind
542,Behaviorism_8 Conclusion.txt,behavior-8,behaviorism-6,inner-4,cognitive-3,skinner-3,mind
543,Embodied Cognition_2 Some Historical Anchors for Embodied Cognitive Science.txt,embodied-27,cognition-24,cognitive-24,thompson-15,science-14,mind
544,Cognitive Science_2 Methods.txt,cognitive-15,computational-11,mind-10,science-9,people-9,mind
545,Aristotles Logic_6 Demonstrations and Demonstrative Sciences.txt,knowledge-24,aristotle-18,demonstration-16,premises-13,science-10,mind
546,Epistemology_6 The Limits of Cognitive Success.txt,biv-48,know-35,hands-25,argument-24,one-19,mind
547,Logic and Artificial Intelligence_10 Taxonomic Representation and Reasoning.txt,logic-7,nonmonotonic-7,taxonomic-5,systems-4,knowledge-3,mind
548,Phenomenal Intentionality_5 Cognitive phenomenology.txt,phenomenology-64,phenomenal-60,thought-35,cognitive-26,thoughts-25,mind
549,Folk Psychology as Mental Simulation_3 Two Types of Simulation Processes.txt,simulation-44,mechanism-32,processes-31,cognitive-25,process-22,mind
550,A Priori Justification and Knowledge_8 What is a priori knowledge.txt,knowledge-32,true-14,justified-12,priori-12,belief-11,mind
551,The Contents of Perception_3 Varieties of Content.txt,contents-89,experience-51,experiences-40,content-35,one-29,ontology
552,The Deflationary Theory of Truth_6 The Deflationary Theory of Falsity.txt,falsity-8,concept-7,case-5,truth-4,fprop-4,ontology
553,Modal Logic_10 Two Dimensional Semantics.txt,time-23,possible-12,world-10,truth-10,evaluation-10,ontology
554,Alfred Tarski_5 Further reading.txt,logical-8,truth-8,tarski-7,bibliography-5,feferman-5,ontology
555,Teleological Theories of Mental Content_3 Teleosemantic Theories.txt,theory-93,content-91,representation-62,theories-48,representations-43,ontology
556,Phenomenal Intentionality_1 Introduction.txt,intentionality-20,phenomenal-18,states-10,theory-9,consciousness-8,ontology
557,Abstract Objects_4 The Way of Example.txt,distinction-7,way-5,abstract-5,unclear-5,objects-4,ontology
558,Concepts_1 The ontology of concepts.txt,mental-46,view-35,concepts-32,representations-28,representation-17,ontology
559,The Contents of Perception_5 How Are Objects Represented In Perception.txt,experience-43,cube-23,experiences-21,one-19,contents-19,ontology
560,Qualia_5 Qualia and the Explanatory Gap.txt,gap-12,concepts-10,phenomenal-6,physical-6,subjective-6,ontology
561,Mental Representation in Medieval Philosophy_3 Peter Olivi and the Rejection of Formal Sameness.txt,species-22,theory-10,object-8,cognition-7,olivi-7,ontology
562,Epistemological Problems of Perception_2 Metaphysical Solutions to the Central Problem.txt,perceptual-45,objects-41,perception-40,direct-35,experience-29,ontology
563,The Contents of Perception_6 Concepts and Content.txt,concepts-41,experience-39,content-25,conceptualism-21,one-18,ontology
564,Willard Van Orman Quine_3 The AnalyticSynthetic Distinction and the Argument Against Logical Empiricism.txt,quine-31,language-28,sentences-22,experience-20,analytic-18,ontology
565,Carl Hempel_4 Scientific Explanations .txt,hempel-15,explanations-14,conditions-11,truth-10,would-9,ontology
566,The Correspondence Theory of Truth_8 The Correspondence Theory and Its Competitors.txt,truth-44,correspondence-41,theory-31,true-28,propositions-17,ontology
567,Mental Representation_3 Conceptual and NonConceptual Representation.txt,content-15,states-9,phenomenology-9,representations-8,nonconceptual-8,ontology
568,Qualia_10 Which Creatures Undergo States with Qualia.txt,qualia-8,plants-8,behavior-6,nothing-5,phenomenal-4,ontology
569,Qualia_1 Uses of the Term Qualia.txt,qualia-18,term-11,experience-10,phenomenal-9,intrinsic-9,ontology
570,Representational Theories of Consciousness_3 Arguments in Favor of the Representational Theory of Sensory Qualities.txt,experience-27,one-18,sensory-16,properties-15,difference-13,ontology
571,Logical Constants_3 A Davidsonian approach.txt,clauses-8,recursive-8,phi-8,truth-7,theory-6,ontology
572,Logical Constants_5 Permutation invariance.txt,logical-47,domain-30,permutation-30,invariance-24,objects-21,ontology
573,Intentionality_10 Is intentionality exhibited by all mental phenomena.txt,mental-41,consciousness-39,phenomenal-30,intentionality-26,states-23,ontology
574,Wittgensteins Logical Atomism_1 Names and Objects.txt,propositions-9,names-8,tractatus-7,particulars-6,objects-6,ontology
575,Abstract Objects_6 The Way of Abstraction.txt,abstraction-30,abstract-21,objects-15,principle-12,functional-11,ontology
576,Truthmakers_2 Which range of truths are eligible to be made true if any are.txt,true-76,truthmakers-70,negative-61,truth-48,truths-47,ontology
577,The Deflationary Theory of Truth_5 Is Truth A Property.txt,property-25,true-10,truth-9,existence-9,say-6,ontology
578,Tarskis Truth Definitions_2 Some kinds of truth definition on the 1933 pattern.txt,definition-26,truth-23,formulas-19,satisfaction-18,language-17,ontology
579,Vagueness_4 Manyvalued Logic.txt,logic-11,manyvalued-9,truthvalues-9,truth-8,lines-7,ontology
580,The Contents of Perception_1 What are Perceptual Experiences.txt,experience-12,phenomenology-5,experiences-4,modalities-4,five-3,ontology
581,Donald Davidson_4 Knowledge and Belief.txt,davidson-29,knowledge-28,truth-27,attitudes-25,idea-22,ontology
582,Moritz Schlick_3 Early Epistemology.txt,schlick-16,concepts-9,scientific-8,knowledge-8,truth-6,ontology
583,Formalism in the Philosophy of Mathematics_5 Nominalist Formalism.txt,concrete-9,goodman-8,quine-6,objects-4,however-4,ontology
584,The Problem of Perception_3 Theories of Experience.txt,experience-153,one-77,perception-62,see-61,sensedatum-59,ontology
585,Sense Data_3 Objections to Sense Data.txt,sense-60,data-47,physical-30,objects-26,one-23,ontology
586,Moral Non Naturalism_4 Explanatory Impotence.txt,properties-22,moral-16,best-12,experiences-9,explanation-8,ontology
587,The Problem of Perception_1 The Ordinary Conception of Perceptual Experience.txt,experience-61,objects-31,perceptual-25,character-16,ordinary-15,ontology
588,Singular Propositions_62 Temporal Problems for Singular Propositions Qualitative Change.txt,properties-51,object-28,sitting-25,property-22,time-20,ontology
589,Tarskis Truth Definitions_1 The 1933 programme and the semantic conception.txt,definition-19,truth-13,metalanguage-13,language-12,set-12,ontology
590,Logical Constructions_9 The Construction of Matter.txt,russell-16,matter-15,sense-5,data-5,objects-5,ontology
591,Immanuel Kant_4 The transcendental deduction.txt,selfconsciousness-33,kant-32,objective-31,representations-30,experience-29,ontology
592,The Philosophy of Neuroscience_4 Consciousness Explained.txt,consciousness-16,experience-13,conscious-11,color-10,one-8,ontology
593,Alfred North Whitehead_6 Metaphysics.txt,actual-30,whitehead-26,world-13,experience-13,subjective-13,ontology
594,Abstract Objects_3 The Way of Negation.txt,abstract-41,space-28,objects-27,sense-22,object-21,ontology
595,Tarskis Truth Definitions_3 The 1956 definition and its offspring.txt,definition-14,one-11,constants-9,variables-9,truth-9,ontology
596,Knowledge by Acquaintance vs  Description_4 Acquaintance Thought and A Priori Knowledge.txt,thought-14,knowledge-10,acquaintance-9,acquainted-8,truth-6,ontology
597,The Contents of Perception_7 Content and Phenomenology.txt,experiences-28,experience-27,content-21,phenomenology-21,properties-16,ontology
598,Embodied Cognition_5 Empirical Domains for Embodied Cognition.txt,alia-39,visual-23,experience-23,moral-19,embodied-17,ontology
599,Alfred Jules Ayer_2 Meaning and Truth.txt,meaning-20,statement-16,verifiable-12,ayer-11,truth-9,ontology
600,Moral Cognitivism vs  Non Cognitivism_5 Can The CognitivistNoncognitivist Distinction Be Sustained.txt,moral-18,noncognitivism-15,truth-14,sentences-13,conditions-12,ontology
601,Abstract Objects_2 Historical Remarks.txt,distinction-12,abstract-11,one-6,objects-6,ideas-6,ontology
602,The Contents of Perception_8 Theories of Intentionality for Experience.txt,content-35,experience-25,theories-20,phenomenology-18,contents-17,ontology
603,Philosophy of Mathematics_3 Platonism.txt,mathematical-54,theory-27,objects-22,mathematics-19,theories-18,ontology
604,Mental Representation_4 Representationalism and Phenomenalism.txt,phenomenal-29,experience-21,properties-19,experiences-9,see-8,ontology
605,Vagueness_8 Is All Vagueness Linguistic.txt,vagueness-18,vague-14,language-9,objects-7,music-7,ontology
606,Mental Imagery_1 Meanings and Connotations of Mental Imagery.txt,imagery-63,mental-26,experience-16,may-13,however-12,ontology
607,Qualia_4 Functionalism and Qualia.txt,qualia-17,functional-12,one-9,experiences-8,inverted-7,ontology
608,Consciousness and Intentionality_4 Intentionality and the Analytic Heritage.txt,consciousness-58,experience-45,husserl-40,object-31,intentionality-29,ontology
609,Abstract Objects_7 Further Reading.txt,abstract-8,objects-6,types-4,existence-3,makes-2,ontology
610,Structured Propositions_3 Some Recent Accounts of Structured Propositions.txt,propositions-131,proposition-93,property-59,truth-55,relation-45,ontology
611,Narrow Mental Content_3 Arguments for Narrow Content.txt,content-42,phenomenal-23,narrow-22,argument-18,intentionality-17,ontology
612,Truthmakers_3 What Motivates the Doctrine of Truthmakers.txt,truth-55,true-27,truthmakers-25,upon-21,world-17,ontology
613,Causal Theories of Mental Content_5 Concluding Remarks.txt,one-4,mental-3,causal-3,theories-3,representations-2,ontology
614,The Language of Thought Hypothesis_1 Mental Language.txt,mental-61,representations-26,propositional-17,fodor-17,complex-16,ontology
615,Logical Truth_2 The Mathematical Characterization of Logical Truth.txt,logical-94,truth-55,validity-52,modeltheoretic-41,one-33,ontology
616,Phenomenal Intentionality_6 Challenges for PIT.txt,states-70,intentional-43,phenomenal-31,thoughts-25,content-25,ontology
617,Ernst Mach_1 Summary.txt,mach-16,experience-10,process-8,priori-8,new-8,ontology
618,The Contents of Perception_4 The Representation of Properties.txt,experience-72,properties-52,one-45,experiences-38,represented-28,ontology
619,Representational Theories of Consciousness_2 Varieties of Representationalism.txt,sensory-19,qualities-16,representationalism-13,view-13,representation-10,ontology
620,States of Affairs_1 Introducing States of Affairs.txt,affairs-46,states-38,state-16,possible-14,objects-12,ontology
621,Mental Representation_5 Imagery.txt,representation-11,representations-9,imagery-7,properties-7,distinction-7,ontology
622,Connectionism_6 Connectionist Representation.txt,representations-23,representation-14,distributed-11,connectionist-8,brain-8,ontology
623,Modal Logic_6 Possible Worlds Semantics.txt,truth-21,logic-16,true-12,box-12,world-11,ontology
624,Phenomenal Intentionality_4 Arguments for PIT.txt,pit-51,intentionality-49,phenomenal-47,states-36,argument-34,ontology
625,Mental Representation in Medieval Philosophy_1 The Ancient Background and the Formation of the Concept.txt,representations-9,latin-6,representation-6,senses-5,used-4,ontology
626,The Correspondence Theory of Truth_1 History of the Correspondence Theory.txt,correspondence-21,truth-21,true-14,theory-13,definition-11,ontology
627,Qualia_8 Qualia as Intrinsic Nonrepresentational Properties of Experiences.txt,earth-17,inverted-16,qualia-13,experiences-13,properties-7,ontology
628,Religious Language_4 Religious Minimalism.txt,religious-57,discourse-25,truth-23,different-19,wittgenstein-16,ontology
629,Qualia_9 Relational Theories of Qualia.txt,character-14,phenomenal-13,experiences-12,experience-9,perceiver-7,ontology
630,Thomas Reid_3 Perception and Knowledge of the World.txt,reid-78,objects-56,ideas-55,qualities-45,perception-37,ontology
631,Knowledge by Acquaintance vs  Description_5 Acquaintance and Inferential Knowledge.txt,knowledge-17,one-13,acquaintance-12,probable-12,truth-10,ontology
632,Moritz Schlick_4 Special Relativity.txt,schlick-11,representational-9,scheme-6,may-6,relativity-5,ontology
633,Consciousness_4 The descriptive question What are the features of consciousness.txt,conscious-37,consciousness-35,experience-31,phenomenal-20,structure-18,ontology
634,The Deflationary Theory of Truth_1 History of Deflationism.txt,truth-12,true-9,sentence-6,shakespeare-5,caesar-4,ontology
635,Mental Representation in Medieval Philosophy_6 William Ockham and Mental Language.txt,concept-7,mental-6,theory-4,language-3,representation-3,ontology
636,States of Affairs_6 Conclusion.txt,affairs-6,states-5,must-3,objects-3,properties-3,ontology
637,Wittgensteins Logical Atomism_4 The Epistemology of Logical Atomism.txt,wittgenstein-16,objects-12,tractarian-9,propositions-9,analysis-9,ontology
638,Logical Consequence_3 Mathematical Tools Models and Proofs.txt,logical-49,truth-34,consequence-32,proof-31,one-30,ontology
639,The Contents of Perception_9 Directions for Future Research.txt,research-3,contents-3,experience-3,perceptual-3,experiences-2,ontology
640,Qualia_6 Qualia and Introspection.txt,qualities-14,experience-12,experiences-8,patch-8,qualia-7,ontology
641,The Language of Thought Hypothesis_2 Scope of LOTH.txt,mental-13,representations-11,perceptual-10,cognitive-7,representational-6,ontology
642,Moritz Schlick_5 General Theory of Knowledge.txt,schlick-22,knowledge-17,objects-17,concepts-16,intuitive-15,ontology
643,Mental Representation_6 Content Determination.txt,mental-17,relations-16,content-16,theories-11,representations-8,ontology
644,Neutral Monism_4 Traditional Versions of Neutral Monism.txt,russell-45,neutral-44,monism-24,experience-20,james-19,ontology
645,Possible Worlds_1 Possible Worlds and Modal Logic.txt,world-44,possible-43,modal-38,truth-33,logic-28,ontology
646,Consciousness and Intentionality_2 The Interpretation of Intentionality.txt,consciousness-24,conscious-17,sense-16,experience-11,phenomenal-11,ontology
647,Logical Truth_1 The Nature of Logical Truth.txt,logical-99,see-46,truths-41,truth-34,view-28,ontology
648,Consciousness and Intentionality_7 Consciousness and SelfConsciousness.txt,experience-28,differences-25,phenomenal-23,character-23,one-21,ontology
649,George Edward Moore_6 Common Sense and Certainty.txt,moore-20,moores-10,knowledge-9,existence-9,truth-7,ontology
650,Type Theory_2 Simple Type Theory and the lambdaCalculus.txt,type-30,theory-14,classes-10,form-9,objects-8,ontology
651,Qualia_7 Representational Theories of Qualia.txt,experiences-20,representational-19,qualia-17,experience-16,contents-13,ontology
652,Formalism in the Philosophy of Mathematics_8 Contemporary Formalism.txt,formalism-19,proofs-14,one-12,mathematical-10,truth-10,ontology
653,Logicism and Neologicism_5 Modal NeoLogicism.txt,zalta-9,object-6,world-5,one-4,possible-4,ontology
654,The Problem of Perception_2 The Problem of Perception.txt,argument-28,one-26,aware-24,ordinary-24,object-20,ontology
655,Alfred Tarski_2 Truth.txt,tarski-52,language-26,truth-23,theory-22,lgtc-20,ontology
656,The Deflationary Theory of Truth_7 Objections to Deflationism.txt,truth-127,deflationism-57,theory-52,true-44,one-39,ontology
657,Phenomenal Intentionality_2 The phenomenal intentionality theory.txt,phenomenal-72,states-67,intentional-46,intentionality-40,pit-35,ontology
658,Intentionality_7 Are there intentional objects.txt,objects-33,intentional-18,properties-18,theory-14,nonexistent-9,ontology
659,Alfred Jules Ayer_3 Perception.txt,objects-12,ayer-11,perceptual-11,perception-10,experience-10,ontology
660,Mental Representation_7 Internalism and Externalism.txt,content-19,narrow-10,mental-9,representations-7,mind-6,ontology
661,Teleological Theories of Mental Content_1 Broad Aims.txt,content-41,theories-26,representation-23,mental-22,teleological-18,ontology
662,Qualia_2 Which Mental States Possess Qualia.txt,feeling-10,example-7,experience-6,images-6,experiences-5,ontology
663,Rudolf Carnap_2 Toward the Aufbau.txt,carnap-46,could-15,world-13,space-12,experience-10,ontology
664,States of Affairs_4 States of Affairs as Complexes.txt,affairs-59,state-34,states-26,parts-21,objects-17,ontology
665,The Correspondence Theory of Truth_2 Truthbearers Truthmakers Truth.txt,property-6,concept-6,truth-4,talk-4,one-4,ontology
666,Mental Representation in Medieval Philosophy_4 Henry of Ghent and John Duns Scotus on Mental Content.txt,mental-8,view-7,distinction-7,representation-4,divine-4,ontology
667,Mental Representation_8 The Computational Theory of Mind.txt,mental-23,states-19,cognitive-14,processes-12,representations-10,ontology
668,Truthmakers_1 What is a Truthmaker.txt,truthmaking-67,grounding-58,truthmaker-52,true-44,truth-39,ontology
669,George Edward Moore_2 The Refutation of Idealism.txt,moore-17,idealism-10,thesis-10,moores-9,experience-9,ontology
670,Concepts_3 Empiricism and nativism about concepts.txt,concepts-28,concept-19,see-15,representations-15,innate-14,ontology
671,Qualia_3 Are Qualia Irreducible NonPhysical Entities.txt,physical-18,mary-15,experience-14,like-13,facts-12,ontology
672,Consciousness and Intentionality_6 How Rich is Consciousness.txt,consciousness-27,one-26,intentionality-26,phenomenal-22,intentionalism-20,ontology
673,The Deflationary Theory of Truth_4 The Utility of Deflationary Truth.txt,truth-18,concept-12,conjunction-12,esprop-9,quantifier-9,ontology
674,Neutral Monism_7 Objections to Neutral Monism.txt,neutral-28,experience-18,monism-15,awareness-12,russell-8,ontology
675,The Deflationary Theory of Truth_2 The Equivalence Schema.txt,truth-15,theory-11,schema-11,deflationism-10,according-9,ontology
676,The Contents of Perception_2 Contents as Accuracy Conditions.txt,experiences-72,experience-69,contents-62,one-54,accuracy-44,ontology
677,Moral Cognitivism vs  Non Cognitivism_1 A More Detailed General Description.txt,moral-23,express-16,sentences-13,one-10,truth-9,ontology
678,The Correspondence Theory of Truth_4 Arguments for the Correspondence Theory.txt,correspondence-7,view-5,theory-4,truth-4,obviousness-2,ontology
679,The Analytic Synthetic Distinction_1 The Intuitive Distinction.txt,would-14,analytic-13,logical-12,see-11,truth-9,ontology
680,Freges Theorem and Foundations for Arithmetic_6 Philosophical Questions Surrounding Freges Theorem.txt,principle-50,frege-46,objects-31,basic-27,law-27,ontology
681,Donald Davidson_3 Meaning and Truth.txt,theory-82,meaning-57,language-43,davidson-27,truth-27,ontology
682,Necessary and Sufficient Conditions_2 The Standard Theory Truthfunctions and Reciprocity.txt,necessary-18,condition-15,true-13,sufficient-11,truth-8,ontology
683,Quantifiers and Quantification_4 Quantification and Ontology.txt,logic-47,objects-47,quantification-43,existence-33,domain-32,ontology
684,Phenomenal Intentionality_5 Cognitive phenomenology.txt,phenomenology-64,phenomenal-60,thought-35,cognitive-26,thoughts-25,ontology
685,Necessary and Sufficient Conditions_4 Inferences Reasons for Thinking and Reasons Why.txt,reason-43,truth-23,case-23,conditions-19,thinking-18,ontology
686,Moral Cognitivism vs  Non Cognitivism_3 Motivations for Noncognitivism.txt,moral-83,properties-42,one-33,judgments-27,argument-25,ethics
687,Virtue Ethics_3 Objections to virtue ethics.txt,virtue-54,ethics-26,virtues-25,action-19,one-15,ethics
688,Moral Cognitivism vs  Non Cognitivism_2 Principal Varieties in More Detail.txt,moral-80,sentences-31,judgments-31,express-28,one-26,ethics
689,Metaethics_4 IsOught and the Open Question Argument.txt,moral-49,thinking-26,properties-24,thought-19,one-19,ethics
690,Virtue Ethics_2 Forms of Virtue Ethics.txt,virtue-47,good-24,ethics-21,virtues-19,eudaimonia-15,ethics
691,Alfred Jules Ayer_7 Ethics.txt,moral-24,ayer-11,emotivism-9,claims-7,feelings-5,ethics
692,Immanuel Kant_6 The highest good and practical postulates.txt,good-37,highest-34,moral-27,kant-25,reason-24,ethics
693,Herbert Feigl_5 Writings on Value Judgment Humanism and Religion.txt,feigl-18,ibid-14,ethical-10,see-9,scientific-8,ethics
694,Moral Psychology  Empirical Approaches_7 Conclusion.txt,moral-3,surprise-3,psychology-3,inquiry-3,progress-2,ethics
695,Moral Psychology  Empirical Approaches_3 Moral Responsibility.txt,moral-24,responsibility-23,responsible-14,universe-13,agents-12,ethics
696,Moral Naturalism_3 Contemporary Naturalism.txt,moral-98,good-70,properties-53,actions-51,property-43,ethics
